sep=;
experiment_start_time;redirector;resetter;tracking_size_x;tracking_size_z;reset_count;virtual_distance_between_resets_median;time_elapsed_between_resets_median;sum_injected_translation;sum_injected_rotation_g_r;sum_injected_rotation_g_c;sum_real_distance_travelled;sum_virtual_distance_travelled;min_g_t;max_g_t;min_g_r;max_g_r;min_g_c;max_g_c;g_t_average;injected_translation_average;g_r_average;injected_rotation_from_rotation_gain_average;g_c_average;injected_rotation_from_curvature_gain_average;injected_rotation_average;real_position_average;virtual_position_average;distance_to_boundary_average;distance_to_center_average;normalized_distance_to_boundary_average;normalized_distance_to_center_average;experiment_duration;average_sampling_interval;
2021 06 18 19:01:42;APFRedirector;APF_R_Resetter;4;4;0;965.3094;1868.827;0;4930.58;11979.33;965.3094;965.3094;N/A;N/A;-0.5106362;0.9124441;-28.13054;28.13103;0;0;0.0002960399;0.000233447;0.05927543;0.0005320496;0.0007249614;(0.0, 0.0);(-0.2, 0.5);0.004202897;0.01547282;0.001485948;0.005470467;1868.827;0.1066667;
