-1.579799E-07, 0.000474074
-4.747759E-07, 0.001461728
-3.298917E-07, 0.002409875
-5.758929E-08, 0.003358024
2.58745E-07, 0.004306175
5.609604E-07, 0.005254325
6.770501E-07, 0.006202474
5.731097E-08, 0.007150621
-1.541132E-06, 0.00809877
-3.441635E-06, 0.009046916
-5.250656E-06, 0.009995058
-6.864844E-06, 0.0109432
-8.255388E-06, 0.01189135
-9.372102E-06, 0.01283949
-1.017673E-05, 0.01378764
-1.06526E-05, 0.01473578
-1.072016E-05, 0.01568392
-1.027207E-05, 0.01663206
-9.234106E-06, 0.0175407
-8.860407E-06, 0.01777773
-8.855403E-06, 0.01777773
-8.849899E-06, 0.01777773
-8.842437E-06, 0.01777773
-8.831951E-06, 0.01777773
-8.827536E-06, 0.01777773
-8.821929E-06, 0.01777772
-8.813718E-06, 0.01777771
-8.81045E-06, 0.01777771
-8.811509E-06, 0.01777771
-8.808419E-06, 0.0177777
-8.805505E-06, 0.01777769
-8.803033E-06, 0.01777768
-8.802591E-06, 0.01777767
-8.80365E-06, 0.01777766
-8.80215E-06, 0.01777765
-8.802856E-06, 0.01777765
-8.807448E-06, 0.01777764
-8.80727E-06, 0.01777764
-8.806034E-06, 0.01777764
-8.833408E-06, 0.01779739
-6.202768E-06, 0.0184492
-1.709108E-06, 0.01929855
-9.627696E-07, 0.01943681
-7.00801E-05, 0.01972492
-0.0002884613, 0.02062723
-0.0005118402, 0.02154865
-0.0007351958, 0.02247009
-0.0009585237, 0.02339154
-0.001181895, 0.02431298
-0.00140537, 0.0252344
-0.001628985, 0.0261558
-0.001852747, 0.02707714
-0.002076655, 0.02799844
-0.002300748, 0.0289197
-0.002525195, 0.02984087
-0.002751894, 0.0307615
-0.002980067, 0.03168178
-0.00320835, 0.03260202
-0.003436431, 0.03352232
-0.003664194, 0.03444271
-0.00389157, 0.0353632
-0.004117738, 0.03628397
-0.004341409, 0.03720536
-0.004564856, 0.0381268
-0.00478011, 0.03900959
-0.004836548, 0.03923981
-0.004836547, 0.03923981
-0.004836548, 0.03923981
-0.00483655, 0.03923981
-0.004836551, 0.03923981
-0.00483655, 0.03923981
-0.004836551, 0.03923981
-0.00483655, 0.03923982
-0.00483655, 0.03923982
-0.004817741, 0.03923378
-0.004198429, 0.03903038
-0.003298556, 0.03873165
-0.002398985, 0.03843201
-0.001499343, 0.0381326
-0.0005994387, 0.03783395
0.0003008533, 0.03753649
0.001201331, 0.03723957
0.00210185, 0.03694272
0.003002347, 0.03664583
0.003902836, 0.03634889
0.004803299, 0.03605187
0.005703752, 0.03575477
0.006604167, 0.03545761
0.00750457, 0.03516039
0.008404962, 0.03486309
0.0092678, 0.03457809
0.00949288, 0.03450373
0.009492881, 0.03450371
0.009492882, 0.0345037
0.009492881, 0.03450369
0.009492878, 0.03450368
0.009492873, 0.03450367
0.009492864, 0.03450367
0.009492862, 0.03450366
0.009492853, 0.03450365
0.009492841, 0.03450364
0.009492829, 0.03450364
0.009492823, 0.03450362
0.009492815, 0.03450362
0.009492802, 0.03450361
0.009492789, 0.03450361
0.009492769, 0.03450361
0.009492753, 0.03450361
0.009492741, 0.03450361
0.009492728, 0.03450361
0.009492719, 0.03450362
0.009492718, 0.03450363
0.009492713, 0.03450364
0.009492707, 0.03450364
0.009904912, 0.03436602
0.01080415, 0.03406542
0.01170312, 0.03376407
0.01260208, 0.03346261
0.01350106, 0.03316123
0.01440008, 0.03285997
0.01529923, 0.03255912
0.0161987, 0.03225918
0.01709852, 0.03196034
0.01799866, 0.03166245
0.01889898, 0.03136515
0.01979935, 0.03106794
0.02069969, 0.03077061
0.02159995, 0.03047312
0.02250016, 0.03017544
0.02340029, 0.02987754
0.02430035, 0.02957939
0.02520032, 0.02928097
0.02610019, 0.02898222
0.02699954, 0.02868188
0.02789821, 0.02837954
0.02879681, 0.02807698
0.02928361, 0.02791329
0.02928361, 0.0279133
0.02928362, 0.0279133
0.02928363, 0.0279133
0.02928364, 0.02791331
0.02928366, 0.0279133
0.02928367, 0.0279133
0.02928369, 0.0279133
0.02928369, 0.02791329
0.02928369, 0.02791328
0.0292837, 0.02791328
0.0292837, 0.02791328
0.0292837, 0.02791327
0.0292837, 0.02791327
0.02928371, 0.02791326
0.02928372, 0.02791325
0.02928372, 0.02791325
0.02928372, 0.02791324
0.02928372, 0.02791323
0.02928372, 0.02791322
0.02928371, 0.02791321
0.0292837, 0.02791321
0.02934611, 0.0278922
0.03007055, 0.02765024
0.03068925, 0.02744509
0.03070801, 0.02743888
0.03070801, 0.02743888
0.03070801, 0.02743887
0.03070801, 0.02743888
0.03070801, 0.02743889
0.03070801, 0.02743889
0.030708, 0.02743888
0.03070801, 0.02743889
0.03070801, 0.0274389
0.03070801, 0.02743891
0.03070801, 0.02743891
0.03070801, 0.02743893
0.03054927, 0.02753269
0.02978864, 0.02797979
0.02897147, 0.02846064
0.02815456, 0.02894195
0.02733804, 0.02942391
0.02652189, 0.02990649
0.02607994, 0.03016813
0.02607994, 0.03016814
0.02607995, 0.03016816
0.02607995, 0.03016818
0.02607995, 0.03016819
0.02607995, 0.0301682
0.02607995, 0.03016821
0.02607997, 0.03016821
0.02607998, 0.03016822
0.02607998, 0.03016823
0.02607999, 0.03016824
0.02608001, 0.03016824
0.02608003, 0.03016825
0.02608004, 0.03016825
0.02608004, 0.03016824
0.02608006, 0.03016824
0.02608007, 0.03016824
0.02608009, 0.03016824
0.0260801, 0.03016823
0.0260801, 0.03016823
0.02608012, 0.03016821
0.02596123, 0.03023878
0.02523004, 0.03067092
0.02441893, 0.03114905
0.02410695, 0.03133291
0.02410695, 0.0313329
0.02410695, 0.03133289
0.02410695, 0.03133288
0.02410696, 0.03133288
0.02410696, 0.03133288
0.02410696, 0.03133288
0.02410696, 0.03133288
0.02410695, 0.03133287
0.02410696, 0.03133286
0.02410695, 0.03133285
0.02410696, 0.03133285
0.02410696, 0.03133285
0.02410696, 0.03133285
0.02410696, 0.03133285
0.02410696, 0.03133285
0.02410695, 0.03133284
0.02410695, 0.03133282
0.02410695, 0.03133282
0.02410694, 0.03133282
0.02410693, 0.0313328
0.02410693, 0.0313328
0.02410693, 0.0313328
0.02410693, 0.0313328
0.02410693, 0.03133281
0.023988, 0.03140334
0.02325742, 0.03183654
0.02244245, 0.03232109
0.02162766, 0.03280598
0.0208129, 0.03329089
0.01999811, 0.03377577
0.01918331, 0.03426061
0.01836846, 0.03474537
0.01755358, 0.03523007
0.01673865, 0.03571472
0.01592367, 0.03619931
0.01510865, 0.03668383
0.01429359, 0.03716829
0.01347849, 0.03765266
0.01266334, 0.03813696
0.01184813, 0.03862118
0.01147448, 0.03884309
0.01147448, 0.03884309
0.01147448, 0.03884309
0.01147448, 0.03884309
0.01147447, 0.03884309
0.01147447, 0.03884309
0.01147447, 0.03884309
0.01147446, 0.0388431
0.01147446, 0.0388431
0.01147446, 0.0388431
0.01147446, 0.03884311
0.01147446, 0.03884312
0.01147445, 0.03884312
0.01147446, 0.03884311
0.01147446, 0.03884312
0.01147446, 0.03884312
0.01147446, 0.03884312
0.01147446, 0.03884312
0.01147446, 0.03884312
0.01147446, 0.03884313
0.01147447, 0.03884314
0.01147447, 0.03884314
0.01147447, 0.03884313
0.01147447, 0.03884314
0.01147447, 0.03884314
0.01147448, 0.03884315
0.01141211, 0.03887996
0.01140643, 0.03888331
0.01140643, 0.03888332
0.01140641, 0.03888331
0.0114064, 0.03888331
0.01140639, 0.0388833
0.01140638, 0.0388833
0.01140638, 0.0388833
